"Page","Guard","Includes","PhpRefs"
"pages/pages-pricing.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/pages-profile.php","require_any_role(['admin', 'teacher', 'student'])","../layouts/session.php | /../includes/profile.php | /../includes/messages.php | /../includes/audit.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","pages-profile.php?tab=settings | messages.php | pages-profile.php?tab=about | pages-profile.php?tab=timeline | admin-profile-approvals.php"
"pages/pages-starter.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/pages-timeline.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/process_add_subject.php","require_role('admin')","../layouts/session.php",""
"pages/process_delete_subject.php","require_role('admin')","../layouts/session.php",""
"pages/process_edit_subject.php","require_role('admin')","../layouts/session.php",""
"pages/section.php","require_role('admin')","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","section.php"
"pages/student-assessment-module.php","require_approved_student()","../layouts/session.php | ../layouts/main.php | /../includes/grading.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","student-dashboard.php"
"pages/student-attendance-scan.php","require_approved_student()","../layouts/session.php | ../layouts/main.php | /../includes/attendance_checkin.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","student-dashboard.php | student-attendance.php | includes/attendance_qr_submit.php"
"pages/student-attendance.php","require_approved_student()","../layouts/session.php | ../layouts/main.php | /../includes/attendance_checkin.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","student-attendance.php | student-dashboard.php | student-attendance-scan.php | student-face-register.php"
"pages/student-dashboard.php","require_approved_student()","../layouts/session.php | ../layouts/main.php | /../includes/subject_colors.php | /../includes/grading.php | /../includes/learning_materials.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","student-attendance.php | student-quiz-attempt.php?assessment_id= | student-assessment-module.php?assessment_id="
"pages/student-face-register.php","require_approved_student()","../layouts/session.php | ../layouts/main.php | /../includes/attendance_checkin.php | /../includes/face_profiles.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","student-dashboard.php | includes/face_profile_submit.php"
"pages/student-learning-material.php","require_approved_student()","../layouts/session.php | ../layouts/main.php | /../includes/learning_materials.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","student-dashboard.php"
"pages/student-learning-materials.php","require_approved_student()","../layouts/session.php | ../layouts/main.php | /../includes/learning_materials.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","student-dashboard.php"
"pages/student-live-slide.php","require_approved_student()","../layouts/session.php | ../layouts/main.php | /../includes/learning_materials.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","student-live-slide.php?code= | student-learning-materials.php?class_record_id= | student-dashboard.php | includes/live_slide_state.php?code="
"pages/student-quiz-attempt.php","require_approved_student()","../layouts/session.php | ../layouts/main.php | /../includes/grading.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","student-dashboard.php"
"pages/support.php","","../layouts/session.php | /../includes/site_pages.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","index.php | news.php | about.php | support.php | contact-us.php"
"pages/tables-basic.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/tables-datatable.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/teacher-assessment-builder.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/grading.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-dashboard.php"
"pages/teacher-assessment-scores.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/grading.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-dashboard.php | includes/save_assessment_score.php"
"pages/teacher-assignment-builder.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/grading.php | /../includes/teacher_activity_events.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-dashboard.php"
"pages/teacher-assignment-submissions.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/grading.php | /../includes/teacher_activity_events.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-assignment-submissions.php?assessment_id= | teacher-dashboard.php"
"pages/teacher-attendance-boundary.php","require_active_role('teacher')","../layouts/session.php | /../includes/attendance_geofence.php | /../includes/audit.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-attendance-boundary.php | teacher-dashboard.php"
"pages/teacher-attendance-qr.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/attendance_checkin.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/footer-scripts.php","teacher-attendance-uploads.php"
"pages/teacher-attendance-uploads.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/attendance_checkin.php | /../includes/teacher_activity_events.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-attendance-uploads.php | teacher-grading-config.php?class_record_id= | teacher-dashboard.php"
"pages/teacher-builds.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/class_record_builds.php | /../includes/usage_limits.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-dashboard.php"
"pages/teacher-claim.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-dashboard.php"
"pages/teacher-component-assessments.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/grading.php | /../includes/section_sync.php | /../includes/teacher_activity_events.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-dashboard.php | teacher-assignment-builder.php?assessment_id= | teacher-assessment-builder.php?assessment_id= | teacher-assignment-submissions.php?assessment_id= | teacher-assessment-scores.php?assessment_id="
"pages/teacher-dashboard.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-my-classes.php | teacher-claim.php | teacher-schedule.php | grade-record-seed-preview.php | messages.php"
"pages/teacher-grading-config.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/class_record_builds.php | /../includes/usage_limits.php | /../includes/grading.php | /../includes/section_sync.php | /../includes/ai_chat_credits.php | /../includes/teacher_build_ai.php | /../includes/teacher_activity_events.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-dashboard.php | teacher-builds.php"
"pages/teacher-learning-material-editor.php","require_active_role('teacher')","../layouts/session.php | /../includes/learning_materials.php | /../includes/ai_credits.php | /../includes/section_sync.php | /../includes/teacher_activity_events.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-dashboard.php | teacher-my-classes.php"
"pages/teacher-learning-material-preview.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/learning_materials.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-my-classes.php"
"pages/teacher-learning-materials.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/learning_materials.php | /../includes/section_sync.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-dashboard.php | teacher-my-classes.php"
"pages/teacher-live-slides.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/learning_materials.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-dashboard.php | teacher-my-classes.php"
"pages/teacher-my-classes.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/reference.php | /../includes/reverse_class_record.php | /../includes/learning_materials.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-dashboard.php | teacher-claim.php"
"pages/teacher-reverse-class-record.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/class_record_builds.php | /../includes/grading.php | /../includes/reverse_class_record.php | /../includes/ai_credits.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-dashboard.php | teacher-my-classes.php"
"pages/teacher-schedule.php","require_active_role('teacher')","../layouts/session.php | /../includes/schedule.php | /../includes/audit.php | /../includes/subject_colors.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-dashboard.php | teacher-schedule.php?tab=manage"
"pages/teacher-tos-tqs-export.php","require_active_role('teacher')","../layouts/session.php | /../includes/tos_tqs.php | /../includes/report_export.php",""
"pages/teacher-tos-tqs.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/tos_tqs.php | /../includes/grading.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-tos-tqs.php | teacher-dashboard.php"
"pages/teacher-wheel.php","require_active_role('teacher')","../layouts/session.php | ../layouts/main.php | /../includes/reverse_class_record.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","teacher-dashboard.php"
"pages/tutorial-admin.php","require_role('admin')","../layouts/session.php | ../layouts/main.php | /../includes/tutorials.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","tutorials.php?role=admin | admin-dashboard.php | admin-users-students.php | admin-users-teachers.php | admin-users.php | admin-assign-teachers.php | admin-schedules.php | admin-schedule-approvals.php | admin-enrollment-approvals.php | admin-profile-approvals.php | admin-audit-log.php | admin-references.php | add-subject.php | section.php | tutorial-enroll-student.php | tutorial-program-chair.php"
"pages/tutorial-enroll-student.php","require_role('admin')","../layouts/session.php | ../layouts/main.php | /../includes/tutorials.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","tutorials.php?role=admin | admin-dashboard.php | admin-users-students.php | admin-enrollment-approvals.php"
"pages/tutorial-program-chair.php","require_any_role(['program_chair', 'admin'])","../layouts/session.php | ../layouts/main.php | /../includes/tutorials.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","tutorials.php?role=program_chair | tutorials.php | admin-users.php | admin-profile-approvals.php"
"pages/tutorial-student.php","require_any_role(['student', 'admin'])","../layouts/session.php | ../layouts/main.php | /../includes/tutorials.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","tutorials.php?role=student | student-dashboard.php | student-learning-materials.php | student-attendance.php | pages-profile.php"
"pages/tutorial-teacher.php","require_any_role(['teacher', 'admin'])","../layouts/session.php | ../layouts/main.php | /../includes/tutorials.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","tutorials.php?role=teacher | teacher-dashboard.php | teacher-my-classes.php | teacher-learning-materials.php | teacher-assessment-builder.php | teacher-assignment-builder.php | teacher-builds.php | teacher-grading-config.php | teacher-claim.php | teacher-schedule.php | teacher-attendance-uploads.php | teacher-wheel.php | monthly-accomplishment.php | accomplishment-creator.php | messages.php | pages-profile.php"
"pages/tutorial-users.php","require_role('admin')","../layouts/session.php | ../layouts/main.php | /../includes/tutorials.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","tutorials.php?role=admin | admin-dashboard.php | admin-users-students.php | admin-users-teachers.php | admin-users.php | admin-enrollment-approvals.php"
"pages/tutorials.php","","../layouts/session.php | ../layouts/main.php | /../includes/tutorials.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php","tutorial-admin.php | tutorial-enroll-student.php | tutorial-users.php | tutorial-teacher.php | tutorial-student.php | tutorial-program-chair.php | index.php | pages-profile.php"
"pages/ui-accordions.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-alerts.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-avatars.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-badges.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-breadcrumb.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-buttons.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-cards.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-carousel.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-collapse.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-dropdowns.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-embed-video.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-grid.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-links.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-list-group.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-modals.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-notifications.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-offcanvas.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-pagination.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-placeholders.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-popovers.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-progress.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-ribbons.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-spinners.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-tabs.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-tooltips.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-typography.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/ui-utilities.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/user-dashboard.php","require_approved_student()","../layouts/session.php",""
"pages/widgets.php","","../layouts/session.php | ../layouts/main.php | ../layouts/title-meta.php | ../layouts/head-css.php | ../layouts/menu.php | ../layouts/footer.php | ../layouts/right-sidebar.php | ../layouts/footer-scripts.php",""
"pages/api/get_monthly_uploads.php","require_approved_user()","/../../layouts/session.php",""
"pages/api/get_student_name.php","require_approved_user()","/../../layouts/session.php",""
"pages/auth/auth-login.php","","/../../layouts/session.php | /../../includes/audit.php | /../../includes/login_click_bypass.php | /../../layouts/main.php | /../../layouts/title-meta.php | /../../layouts/head-css.php | /../../layouts/background.php | /../../layouts/footer-scripts.php","admin-dashboard.php | teacher-dashboard.php | student-dashboard.php | index.php | auth-login.php | auth-register.php | auth-student-enroll.php | includes/login_click_bypass_action.php"
"pages/auth/auth-logout.php","","/../../layouts/session.php | /../../includes/audit.php",""
"pages/auth/auth-register.php","","/../../layouts/session.php | /../../layouts/main.php | /../../layouts/title-meta.php | /../../layouts/head-css.php | /../../layouts/background.php | /../../layouts/footer-scripts.php","index.php | auth-register.php | auth-login.php"
"pages/auth/auth-student-enroll.php","","/../../layouts/session.php | /../../layouts/main.php | /../../layouts/title-meta.php | /../../layouts/head-css.php | /../../layouts/background.php | /../../layouts/footer-scripts.php","auth-login.php | auth-student-enroll.php"
"pages/student/todays_act.php","require_approved_student()","/../../layouts/session.php",""
